Fecha;Hora;Importe;"Tipo de combustible";"Litros suministrados";"Número de surtidor (o calle)";"Número de ticket"
2026-06-03;18:18:12;20,00;"GASOLEO A";12,995;1;2026086569
2026-06-03;18:18:59;40,00;"SIN PLOMO 95";30,189;2;2026086570
2026-06-03;18:20:09;42,00;"SIN PLOMO 95";31,698;3;2026086571
2026-06-03;18:20:42;20,00;"GASOLEO A";12,995;3;2026086573
2026-06-03;18:21:18;3,00;"SIN PLOMO 95";2,264;4;2026086574
2026-06-03;18:27:19;30,00;"GASOLEO A";19,493;4;2026086575
2026-06-03;18:27:44;50,00;"GASOLEO A";32,489;2;2026086576
2026-06-03;18:31:25;10,00;"GASOLEO A";6,498;2;2026086577
2026-06-03;18:32:20;50,00;"GASOLEO A";32,489;1;2026086578
2026-06-03;18:33:37;50,00;"GASOLEO A";32,489;4;2026086579
2026-06-03;18:35:04;50,00;"SIN PLOMO 95";37,736;2;2026086581
2026-06-03;18:36:47;69,92;"SIN PLOMO 95";52,770;3;2026086582
2026-06-03;18:37:08;40,00;"GASOLEO A";25,991;1;2026086583
2026-06-03;18:37:51;20,00;"GASOLEO A";12,995;3;2026086585
2026-06-03;18:41:16;10,00;"SIN PLOMO 95";7,547;2;2026086586
2026-06-03;18:43:56;6,00;"SIN PLOMO 95";4,528;1;2026086589
2026-06-03;18:44:53;20,00;"GASOLEO A";12,995;4;2026086590
2026-06-03;18:48:04;60,00;"GASOLEO A";38,986;2;2026006486
2026-06-03;18:49:57;20,00;"SIN PLOMO 95";15,094;3;2026086591
2026-06-03;18:51:26;50,00;"GASOLEO A";32,489;2;2026086592
2026-06-03;18:51:40;40,00;"GASOLEO A";25,991;1;2026086593
2026-06-03;18:53:15;30,00;"SIN PLOMO 95";22,642;4;2026006487
2026-06-03;18:54:06;30,00;"GASOLEO A";19,493;3;2026086595
2026-06-03;18:55:11;20,00;"SIN PLOMO 95";15,094;4;2026086596
2026-06-03;18:55:36;10,00;"GASOLEO A";6,498;2;2026086597
2026-06-03;18:56:01;50,00;"GASOLEO A";32,489;1;2026086598
2026-06-03;18:57:53;15,00;"GASOLEO A";9,747;2;2026086600
2026-06-03;18:58:37;40,00;"GASOLEO A";25,991;4;2026086601
2026-06-03;19:00:51;10,00;"GASOLEO A";6,498;2;2026086602
2026-06-03;19:01:58;20,00;"GASOLEO A";12,995;4;2026086603
2026-06-03;19:07:17;20,00;"SIN PLOMO 95";15,094;3;2026086604
2026-06-03;19:08:05;80,00;"GASOLEO A";51,982;4;2026086605
2026-06-03;19:09:44;8,86;"SIN PLOMO 95";6,687;2;2026086606
2026-06-03;19:10:22;49,85;"SIN PLOMO 95";37,623;1;2026006488
2026-06-03;19:10:51;50,00;"GASOLEO A";32,489;2;2026086607
2026-06-03;19:13:40;60,00;"SIN PLOMO 95";45,283;4;2026006489
2026-06-03;19:13:40;25,00;"SIN PLOMO 95";18,868;3;2026006489
2026-06-03;19:14:28;20,00;"GASOLEO A";12,995;1;2026086608
2026-06-03;19:17:14;20,00;"GASOLEO A";12,995;2;2026086610
2026-06-03;19:17:59;6,62;"SIN PLOMO 95";5,000;4;2026086611
2026-06-03;19:18:46;30,00;"GASOLEO A";19,493;1;2026086612
2026-06-03;19:21:35;50,00;"SIN PLOMO 95";37,736;3;2026086613
2026-06-03;19:21:59;90,00;"GASOLEO A";58,480;2;2026086614
2026-06-03;19:22:59;15,00;"GASOLEO A";9,747;4;2026086615
2026-06-03;19:23:21;10,00;"GASOLEO A";6,498;2;2026086616
2026-06-03;19:26:43;12,00;"GASOLEO A";7,797;4;2026086617
2026-06-03;19:28:15;7,00;"GASOLEO A";4,548;1;2026086619
2026-06-03;19:32:27;15,00;"GASOLEO A";9,747;1;2026086621
2026-06-03;19:34:12;-50,00;"GASOLEO A";-32,489;2;2026000619
2026-06-03;19:34:12;50,00;"GASOLEO A";32,489;2;2026006490
2026-06-03;19:34:51;30,00;"GASOLEO A";19,493;3;2026086622
2026-06-03;19:35:12;25,00;"SIN PLOMO 95";18,868;4;2026086623
2026-06-03;19:37:47;10,00;"SIN PLOMO 95";7,547;1;2026086624
2026-06-03;19:38:19;20,00;"SIN PLOMO 95";15,094;2;2026086625
2026-06-03;19:39:11;40,00;"GASOLEO A";25,991;4;2026086626
2026-06-03;19:41:20;20,00;"GASOLEO A";12,995;2;2026086627
2026-06-03;19:41:26;15,00;"GASOLEO A";9,747;3;2026086628
2026-06-03;19:42:33;30,00;"GASOLEO A";19,493;4;2026086629
2026-06-03;19:42:48;45,00;"SIN PLOMO 95";33,962;1;2026086630
2026-06-03;19:44:20;20,00;"GASOLEO A";12,995;1;2026006491
2026-06-03;19:45:47;20,00;"SIN PLOMO 95";15,094;3;2026086631
2026-06-03;19:46:31;2,85;"SIN PLOMO 95";2,151;2;2026086633
2026-06-03;19:47:14;15,00;"GASOLEO A";9,747;4;2026086634
2026-06-03;19:49:04;6,76;"SIN PLOMO 95";5,102;1;2026086635
2026-06-03;19:49:30;20,00;"SIN PLOMO 95";15,094;2;2026086636
2026-06-03;19:49:48;20,00;"GASOLEO A";12,995;1;2026086637
2026-06-03;19:52:01;5,00;"GASOLEO A";3,249;4;2026086638
2026-06-03;19:52:58;20,00;"GASOLEO A";12,995;2;2026086640
2026-06-03;19:53:49;57,00;"GASOLEO A";37,037;3;2026006492
2026-06-03;19:56:13;30,00;"SIN PLOMO 95";22,642;1;2026006493
2026-06-03;19:57:03;18,00;"GASOLEO A";11,696;4;2026086642
2026-06-03;19:57:17;20,00;"GASOLEO A";12,995;2;2026086643
2026-06-03;19:58:26;50,00;"GASOLEO A";32,489;3;2026006494
2026-06-03;19:59:13;50,00;"GASOLEO A";32,489;1;2026086644
2026-06-03;19:59:23;10,00;"GASOLEO A";6,498;4;2026086645
2026-06-03;19:59:37;30,00;"SIN PLOMO 95";22,642;2;2026086646
2026-06-03;20:00:24;3,50;"SIN PLOMO 95";2,642;3;2026086647
2026-06-03;20:01:36;20,00;"GASOLEO A";12,995;4;2026006495
2026-06-03;20:02:08;15,00;"SIN PLOMO 95";11,321;2;2026086649
2026-06-03;20:02:48;15,00;"GASOLEO A";9,747;1;2026086650
2026-06-03;20:04:52;20,00;"GASOLEO A";12,995;2;2026086651
2026-06-03;20:04:59;10,00;"GASOLEO A";6,498;3;2026086652
2026-06-03;20:05:32;40,00;"GASOLEO A";25,991;4;2026086653
2026-06-03;20:06:35;40,00;"GASOLEO A";25,991;1;2026086654
2026-06-03;20:08:21;40,00;"SIN PLOMO 95";30,189;2;2026086656
2026-06-03;20:08:29;20,00;"GASOLEO A";12,995;4;2026086657
2026-06-03;20:08:48;25,00;"SIN PLOMO 95";18,868;3;2026086658
2026-06-03;20:10:30;50,00;"GASOLEO A";32,489;1;2026086659
2026-06-03;20:10:59;40,00;"GASOLEO A";25,991;4;2026086660
2026-06-03;20:11:28;20,00;"GASOLEO A";12,995;3;2026086661
2026-06-03;20:12:15;45,00;"GASOLEO A";29,240;2;2026086662
2026-06-03;20:14:20;30,00;"GASOLEO A";19,493;4;2026086663
2026-06-03;20:14:48;30,00;"GASOLEO A";19,493;1;2026086664
2026-06-03;20:18:41;51,99;"SIN PLOMO 95";39,238;3;2026086666
2026-06-03;20:19:14;45,00;"GASOLEO A";29,240;4;2026086667
2026-06-03;20:19:57;20,00;"GASOLEO A";12,995;1;2026086668
2026-06-03;20:20:28;40,00;"GASOLEO A";25,991;2;2026086669
2026-06-03;20:23:57;63,56;"SIN PLOMO 95";47,970;3;2026086670
2026-06-03;20:25:28;57,10;"GASOLEO A";37,102;1;2026086671
2026-06-03;20:26:11;20,00;"SIN PLOMO 95";15,094;4;2026086672
2026-06-03;20:26:55;30,00;"GASOLEO A";19,493;2;2026086673
2026-06-03;20:27:26;20,00;"SIN PLOMO 95";15,094;1;2026086674
2026-06-03;20:28:44;45,00;"GASOLEO A";29,240;3;2026086675
2026-06-03;20:31:47;10,00;"GASOLEO A";6,498;1;2026086676
2026-06-03;20:33:58;40,00;"GASOLEO A";25,991;3;2026086677
2026-06-03;20:36:35;20,00;"SIN PLOMO 95";15,094;4;2026086679
2026-06-03;20:38:45;30,00;"GASOLEO A";19,493;2;2026086680
2026-06-03;20:41:05;50,00;"GASOLEO A";32,489;4;2026086681
2026-06-03;20:45:42;50,00;"GASOLEO A";32,489;2;2026006496
2026-06-03;20:46:50;50,00;"GASOLEO A";32,489;4;2026086682
2026-06-03;20:49:58;4,00;"SIN PLOMO 95";3,019;1;2026086683
2026-06-03;20:57:17;72,01;"GASOLEO A";46,790;2;2026086684
2026-06-03;20:59:30;60,00;"SIN PLOMO 95";45,283;4;2026086685
2026-06-03;21:04:27;30,00;"GASOLEO A";19,493;1;2026086687
2026-06-03;21:05:41;50,00;"GASOLEO A";32,489;2;2026086688
2026-06-03;21:06:36;50,00;"GASOLEO A";32,489;4;2026086689
2026-06-03;21:08:29;13,00;"SIN PLOMO 95";9,811;3;2026086690
2026-06-03;21:12:46;40,00;"SIN PLOMO 95";30,189;1;2026086691
2026-06-03;21:16:40;30,00;"GASOLEO A";19,493;3;2026086693
2026-06-03;21:17:57;30,00;"GASOLEO A";19,493;4;2026086694
2026-06-03;21:20:12;50,00;"GASOLEO A";32,489;2;2026086696
2026-06-03;21:20:49;20,00;"GASOLEO A";12,995;1;2026086697
2026-06-03;21:21:37;20,00;"GASOLEO A";12,995;3;2026086698
2026-06-03;21:23:31;30,00;"GASOLEO A";19,493;2;2026086699
2026-06-03;21:30:25;67,50;"GASOLEO A";43,860;4;2026086700
2026-06-03;21:33:16;60,00;"GASOLEO A";38,986;2;2026086701
2026-06-03;21:34:20;50,00;"SIN PLOMO 95";37,736;1;2026006497
2026-06-03;21:36:14;20,00;"GASOLEO A";12,995;3;2026086702
2026-06-03;21:36:50;50,00;"SIN PLOMO 95";37,736;4;2026086703
2026-06-03;21:38:39;5,00;"SIN PLOMO 95";3,774;2;2026086704
2026-06-03;21:40:04;40,00;"GASOLEO A";25,991;1;2026006498
2026-06-03;21:41:44;20,00;"GASOLEO A";12,995;4;2026086705
2026-06-03;21:44:16;10,00;"SIN PLOMO 95";7,547;2;2026086706
2026-06-03;21:46:07;10,00;"GASOLEO A";6,498;1;2026086707
2026-06-03;21:46:23;20,00;"SIN PLOMO 95";15,094;2;2026086708
2026-06-03;21:46:57;4,00;"SIN PLOMO 95";3,019;3;2026086709
2026-06-03;21:47:32;41,00;"SIN PLOMO 95";30,943;4;2026086710
2026-06-03;21:54:58;30,00;"GASOLEO A";19,493;2;2026086711
