Fecha;Hora;Importe;"Tipo de combustible";"Litros suministrados";"Número de surtidor (o calle)";"Número de ticket"
2026-05-05;09:04:45;10,00;"GASOLEO A";6,333;3;2026070909
2026-05-05;09:08:14;20,00;"GASOLEO A";12,666;3;2026070911
2026-05-05;09:08:57;100,00;"GASOLEO A";63,331;2;2026070912
2026-05-05;09:10:12;20,00;"GASOLEO A";12,666;1;2026070913
2026-05-05;09:10:49;-118,36;"SIN PLOMO 95";-88,526;4;2026070914
2026-05-05;09:12:59;20,00;"GASOLEO A";12,430;3;2026070915
2026-05-05;09:16:16;20,00;"GASOLEO A";12,430;1;2026070916
2026-05-05;09:17:03;40,00;"GASOLEO A";24,860;2;2026070917
2026-05-05;09:19:27;40,00;"GASOLEO A";24,860;3;2026070918
2026-05-05;09:21:26;10,00;"SIN PLOMO 95";7,479;4;2026070919
2026-05-05;09:21:46;2,00;"SIN PLOMO 95";1,496;2;2026070920
2026-05-05;09:25:44;40,00;"GASOLEO A";24,860;2;2026070923
2026-05-05;09:28:19;30,00;"SIN PLOMO 95";22,438;4;2026070924
2026-05-05;09:28:47;14,37;"SIN PLOMO 95";10,748;1;2026070925
2026-05-05;09:32:25;60,00;"GASOLEO A";37,290;3;2026070926
2026-05-05;09:32:54;30,00;"SIN PLOMO 95";22,438;2;2026070927
2026-05-05;09:34:56;50,00;"SIN PLOMO 95";37,397;4;2026070928
2026-05-05;09:37:14;11,40;"SIN PLOMO 95";8,527;1;2026005208
2026-05-05;09:37:44;20,00;"GASOLEO A";12,430;2;2026070929
2026-05-05;09:38:05;5,00;"GASOLEO A";3,108;3;2026070930
2026-05-05;09:42:27;25,00;"GASOLEO A";15,538;3;2026070931
2026-05-05;09:45:50;25,00;"GASOLEO A";15,538;3;2026070932
2026-05-05;09:46:27;61,08;"GASOLEO A";37,961;1;2026070933
2026-05-05;09:47:00;40,00;"GASOLEO A";24,860;4;2026070934
2026-05-05;09:47:06;20,00;"GASOLEO A";12,430;2;2026070935
2026-05-05;09:49:48;5,00;"SIN PLOMO 95";3,740;2;2026070936
2026-05-05;09:52:51;76,01;"GASOLEO A";47,241;1;2026070937
2026-05-05;09:54:34;92,00;"GASOLEO A";57,178;4;2026070938
2026-05-05;09:54:52;10,00;"GASOLEO A";6,215;3;2026070939
2026-05-05;09:59:18;60,00;"SIN PLOMO 95";44,877;2;2026070940
2026-05-05;10:01:13;40,00;"GASOLEO A";24,860;4;2026070941
2026-05-05;10:02:43;20,00;"GASOLEO A";12,430;2;2026070942
2026-05-05;10:03:13;37,03;"SIN PLOMO 95";27,696;1;2026070943
2026-05-05;10:04:03;40,00;"GASOLEO A";24,860;3;2026070944
2026-05-05;10:04:35;20,00;"GASOLEO A";12,430;4;2026070945
2026-05-05;10:06:00;10,00;"GASOLEO A";6,215;2;2026070946
2026-05-05;10:08:19;20,00;"GASOLEO A";12,430;1;2026070948
2026-05-05;10:09:24;20,00;"GASOLEO A";12,430;2;2026070949
2026-05-05;10:09:38;20,00;"SIN PLOMO 95";14,959;1;2026070950
2026-05-05;10:10:53;20,00;"SIN PLOMO 95";14,959;3;2026070952
2026-05-05;10:14:52;54,43;"SIN PLOMO 95";40,711;4;2026070954
2026-05-05;10:15:50;35,00;"GASOLEO A";21,753;1;2026005209
2026-05-05;10:23:40;20,00;"SIN PLOMO 95";14,959;2;2026070956
2026-05-05;10:24:56;20,00;"GASOLEO A";12,430;4;2026070957
2026-05-05;10:25:40;20,00;"SIN PLOMO 95";14,959;1;2026070959
2026-05-05;10:29:12;20,00;"SIN PLOMO 95";14,959;2;2026070960
2026-05-05;10:30:29;15,00;"GASOLEO A";9,323;4;2026070961
2026-05-05;10:30:44;10,00;"GASOLEO A";6,215;3;2026070962
2026-05-05;10:32:48;20,00;"SIN PLOMO 95";14,959;1;2026070964
2026-05-05;10:42:28;30,00;"GASOLEO A";18,645;2;2026070967
2026-05-05;10:42:41;50,00;"SIN PLOMO 95";37,397;1;2026070968
2026-05-05;10:45:57;22,18;"SIN PLOMO 95";16,589;3;2026070970
2026-05-05;10:46:07;20,00;"SIN PLOMO 95";14,959;1;2026070971
2026-05-05;10:47:37;57,12;"GASOLEO A";35,500;4;2026070972
2026-05-05;10:48:08;14,00;"SIN PLOMO 95";10,471;3;2026070973
2026-05-05;10:50:09;40,00;"SIN PLOMO 95";29,918;1;2026070974
2026-05-05;10:50:49;50,00;"GASOLEO A";31,075;2;2026005210
2026-05-05;10:52:10;30,00;"GASOLEO A";18,645;3;2026070975
2026-05-05;10:52:44;25,00;"GASOLEO A";15,538;4;2026070976
2026-05-05;10:53:38;6,00;"GASOLEO A";3,729;1;2026070977
2026-05-05;10:56:15;30,00;"GASOLEO A";18,645;4;2026070978
2026-05-05;10:56:56;30,00;"GASOLEO A";18,645;2;2026070979
2026-05-05;10:57:36;40,00;"GASOLEO A";24,860;1;2026070980
2026-05-05;10:59:24;40,00;"SIN PLOMO 95";29,918;1;2026070981
2026-05-05;10:59:56;20,00;"GASOLEO A";12,430;3;2026070982
2026-05-05;11:00:29;12,00;"GASOLEO A";7,458;2;2026070983
2026-05-05;11:00:38;20,00;"GASOLEO A";12,430;4;2026070984
2026-05-05;11:03:04;30,00;"GASOLEO A";18,645;3;2026070985
2026-05-05;11:03:11;10,00;"GASOLEO A";6,215;2;2026070986
2026-05-05;11:10:00;18,00;"GASOLEO A";11,187;2;2026070987
2026-05-05;11:10:12;20,00;"SIN PLOMO 95";14,959;4;2026070988
2026-05-05;11:13:00;30,00;"GASOLEO A";18,645;2;2026070990
2026-05-05;11:14:04;20,00;"GASOLEO A";12,430;4;2026070991
2026-05-05;11:14:29;10,00;"GASOLEO A";6,215;3;2026070992
2026-05-05;11:14:56;10,00;"GASOLEO A";6,215;1;2026070993
2026-05-05;11:15:46;5,37;"SIN PLOMO 95";4,016;1;2026070994
2026-05-05;11:15:52;-10,00;"GASOLEO A";-6,215;1;2026070995
2026-05-05;11:16:00;10,00;"GASOLEO A";6,215;1;2026070996
2026-05-05;11:16:33;20,00;"GASOLEO A";12,430;4;2026070997
2026-05-05;11:18:52;20,29;"GASOLEO A";12,610;2;2026070998
2026-05-05;11:21:25;10,00;"GASOLEO A";6,215;1;2026071000
2026-05-05;11:21:45;30,00;"GASOLEO A";18,645;4;2026071001
2026-05-05;11:24:42;50,00;"GASOLEO A";31,075;3;2026005211
2026-05-05;11:25:18;50,00;"GASOLEO A";31,075;2;2026071002
2026-05-05;11:25:26;20,00;"SIN PLOMO 95";14,959;1;2026071003
2026-05-05;11:27:38;30,00;"GASOLEO A";18,645;3;2026005212
2026-05-05;11:30:40;30,00;"GASOLEO A";18,645;1;2026071004
2026-05-05;11:31:03;23,20;"GASOLEO A";14,419;3;2026071005
2026-05-05;11:32:36;20,00;"SIN PLOMO 95";14,959;4;2026071006
2026-05-05;11:35:05;87,59;"GASOLEO A";54,438;1;2026005213
2026-05-05;11:40:24;20,00;"SIN PLOMO 95";14,959;2;2026071008
2026-05-05;11:46:42;15,00;"GASOLEO A";9,323;2;2026071010
2026-05-05;11:47:16;50,00;"GASOLEO A";31,075;3;2026071011
2026-05-05;11:49:33;30,00;"GASOLEO A";18,645;2;2026071013
2026-05-05;11:50:13;500,00;"SIN PLOMO 95";373,972;4;2026071014
2026-05-05;11:52:51;30,00;"GASOLEO A";18,645;2;2026071015
2026-05-05;11:52:56;30,00;"GASOLEO A";18,645;1;2026071016
2026-05-05;11:54:32;50,00;"GASOLEO A";31,075;3;2026071017
2026-05-05;11:57:55;30,00;"GASOLEO A";18,645;1;2026071018
2026-05-05;11:58:50;10,00;"SIN PLOMO 95";7,479;2;2026071019
2026-05-05;11:59:01;10,00;"GASOLEO A";6,215;3;2026071020
2026-05-05;12:00:44;5,00;"SIN PLOMO 95";3,740;2;2026071021
2026-05-05;12:01:42;10,00;"GASOLEO A";6,215;3;2026071022
2026-05-05;12:01:59;20,00;"GASOLEO A";12,430;1;2026071023
2026-05-05;12:04:40;35,00;"GASOLEO A";21,753;2;2026005214
2026-05-05;12:07:22;500,00;"SIN PLOMO 95";373,972;4;2026071025
2026-05-05;12:07:59;44,01;"GASOLEO A";27,352;1;2026071026
2026-05-05;12:08:24;-44,01;"GASOLEO A";-27,352;1;2026000497
2026-05-05;12:08:24;44,01;"GASOLEO A";27,352;1;2026005215
2026-05-05;12:09:23;61,69;"GASOLEO A";38,341;3;2026071027
2026-05-05;12:09:45;-61,69;"GASOLEO A";-38,341;3;2026000498
2026-05-05;12:09:45;61,69;"GASOLEO A";38,341;3;2026005216
2026-05-05;12:10:19;35,00;"SIN PLOMO 95";26,178;2;2026071028
2026-05-05;12:12:16;30,00;"GASOLEO A";18,645;3;2026071029
2026-05-05;12:13:24;40,00;"SIN PLOMO 95";29,918;2;2026071030
2026-05-05;12:14:00;55,32;"GASOLEO A";34,382;1;2026071031
2026-05-05;12:19:09;500,00;"SIN PLOMO 95";373,972;4;2026071032
2026-05-05;12:19:41;20,00;"GASOLEO A";12,430;2;2026071033
2026-05-05;12:22:09;10,00;"SIN PLOMO 95";7,479;3;2026071035
2026-05-05;12:23:34;68,67;"GASOLEO A";42,679;1;2026071036
2026-05-05;12:24:00;40,00;"SIN PLOMO 95";29,918;3;2026071037
2026-05-05;12:24:18;20,00;"GASOLEO A";12,430;2;2026071038
2026-05-05;12:28:11;20,00;"GASOLEO A";12,430;2;2026071039
2026-05-05;12:28:21;20,00;"SIN PLOMO 95";14,959;1;2026071040
2026-05-05;12:31:04;500,00;"SIN PLOMO 95";373,972;4;2026071041
2026-05-05;12:34:44;20,00;"GASOLEO A";12,430;2;2026071043
2026-05-05;12:35:26;50,00;"SIN PLOMO 95";37,397;1;2026071044
2026-05-05;12:38:03;30,00;"GASOLEO A";18,645;2;2026071045
2026-05-05;12:40:00;61,01;"GASOLEO A";37,918;3;2026071046
2026-05-05;12:40:41;60,00;"GASOLEO A";37,290;1;2026005217
2026-05-05;12:41:29;500,00;"SIN PLOMO 95";373,972;4;2026071047
2026-05-05;12:47:52;20,00;"GASOLEO A";12,430;1;2026071048
2026-05-05;12:48:49;84,81;"GASOLEO A";52,710;3;2026071049
2026-05-05;12:48:57;-84,81;"GASOLEO A";-52,710;3;2026000499
2026-05-05;12:48:57;84,81;"GASOLEO A";52,710;3;2026005218
2026-05-05;12:50:28;82,65;"GASOLEO A";51,367;2;2026005219
2026-05-05;12:50:48;20,00;"GASOLEO A";12,430;1;2026071051
2026-05-05;12:52:07;-10,00;"SIN PLOMO 95";-7,479;3;2026000500
2026-05-05;12:52:07;10,00;"SIN PLOMO 95";7,479;3;2026005220
2026-05-05;12:52:15;400,00;"SIN PLOMO 95";299,177;4;2026071052
2026-05-05;12:53:36;20,00;"GASOLEO A";12,430;2;2026071054
2026-05-05;12:59:19;70,02;"GASOLEO A";43,518;3;2026071056
2026-05-05;12:59:30;50,00;"SIN PLOMO 95";37,397;2;2026071057
2026-05-05;13:00:39;20,00;"GASOLEO A";12,430;1;2026071058
2026-05-05;13:04:05;30,00;"SIN PLOMO 95";22,438;3;2026071059
2026-05-05;13:04:19;-36,36;"SIN PLOMO 95";-27,195;4;2026071060
2026-05-05;13:05:37;30,00;"GASOLEO A";18,645;1;2026071061
2026-05-05;13:07:28;95,16;"GASOLEO A";59,142;2;2026071062
2026-05-05;13:07:37;15,00;"GASOLEO A";9,323;3;2026071063
2026-05-05;13:08:28;50,00;"GASOLEO A";31,075;4;2026071064
2026-05-05;13:08:43;20,00;"GASOLEO A";12,430;2;2026071065
2026-05-05;13:10:50;20,00;"GASOLEO A";12,430;2;2026071066
2026-05-05;13:12:42;52,50;"GASOLEO A";32,629;1;2026071067
2026-05-05;13:13:46;10,00;"GASOLEO A";6,215;4;2026071068
2026-05-05;13:16:51;20,00;"GASOLEO A";12,430;2;2026071069
2026-05-05;13:17:17;20,00;"GASOLEO A";12,430;3;2026071070
2026-05-05;13:19:20;20,00;"GASOLEO A";12,430;1;2026071072
2026-05-05;13:19:57;20,00;"GASOLEO A";12,430;4;2026071073
2026-05-05;13:20:57;20,00;"SIN PLOMO 95";14,959;3;2026071074
2026-05-05;13:21:06;5,00;"SIN PLOMO 95";3,740;1;2026071075
2026-05-05;13:21:23;30,00;"GASOLEO A";18,645;2;2026071076
2026-05-05;13:22:23;50,00;"GASOLEO A";31,075;4;2026071077
2026-05-05;13:24:38;15,00;"GASOLEO A";9,323;2;2026071078
2026-05-05;13:28:19;50,00;"GASOLEO A";31,075;3;2026071080
2026-05-05;13:30:03;50,00;"GASOLEO A";31,075;1;2026005221
2026-05-05;13:30:26;20,00;"GASOLEO A";12,430;4;2026071081
2026-05-05;13:33:12;10,00;"GASOLEO A";6,215;2;2026071082
2026-05-05;13:39:27;77,00;"GASOLEO A";47,856;1;2026071083
2026-05-05;13:41:38;10,00;"GASOLEO A";6,215;2;2026071084
2026-05-05;13:44:09;30,00;"SIN PLOMO 95";22,438;3;2026071085
2026-05-05;13:45:54;8,00;"SIN PLOMO 95";5,984;1;2026071086
2026-05-05;13:46:01;20,00;"GASOLEO A";12,430;2;2026071087
2026-05-05;13:46:32;20,00;"GASOLEO A";12,430;4;2026071088
2026-05-05;13:48:47;20,00;"GASOLEO A";12,430;2;2026071089
2026-05-05;13:49:54;50,00;"SIN PLOMO 95";37,397;4;2026071090
2026-05-05;13:54:39;10,00;"GASOLEO A";6,215;3;2026071091
2026-05-05;14:03:07;25,00;"GASOLEO A";15,538;2;2026071093
2026-05-05;14:04:39;60,00;"GASOLEO A";37,290;1;2026071095
2026-05-05;14:15:37;20,00;"SIN PLOMO 95";14,959;3;2026071098
2026-05-05;14:19:10;50,00;"GASOLEO A";31,075;3;2026071101
2026-05-05;14:20:52;76,22;"GASOLEO A";47,371;2;2026071102
2026-05-05;14:23:44;235,01;"GASOLEO A";146,060;4;2026005222
2026-05-05;14:24:50;50,00;"GASOLEO A";31,075;1;2026071103
2026-05-05;14:26:00;20,00;"GASOLEO A";12,430;3;2026071105
2026-05-05;14:26:13;20,00;"GASOLEO A";12,430;2;2026071106
2026-05-05;14:27:58;50,00;"GASOLEO A";31,075;4;2026071107
2026-05-05;14:28:44;20,00;"SIN PLOMO 95";14,959;3;2026071108
2026-05-05;14:30:28;20,00;"GASOLEO A";12,430;2;2026071110
2026-05-05;14:32:51;50,00;"SIN PLOMO 95";37,397;4;2026071111
2026-05-05;14:35:27;40,00;"SIN PLOMO 95";29,918;2;2026071112
2026-05-05;14:36:51;20,00;"GASOLEO A";12,430;4;2026071113
2026-05-05;14:44:28;30,00;"GASOLEO A";18,645;1;2026071115
2026-05-05;14:46:46;25,00;"GASOLEO A";15,538;2;2026005223
2026-05-05;14:48:42;20,00;"SIN PLOMO 95";14,959;2;2026071116
2026-05-05;14:48:54;7,00;"SIN PLOMO 95";5,236;1;2026005224
2026-05-05;14:49:48;47,35;"GASOLEO A";29,428;4;2026071117
2026-05-05;14:52:58;47,02;"SIN PLOMO 95";35,168;3;2026071118
2026-05-05;14:53:24;30,00;"SIN PLOMO 95";22,438;1;2026071119
2026-05-05;14:54:50;40,00;"GASOLEO A";24,860;4;2026071120
2026-05-05;14:55:09;30,00;"GASOLEO A";18,645;2;2026071121
2026-05-05;14:56:00;50,00;"GASOLEO A";31,075;3;2026071122
2026-05-05;14:57:22;40,00;"SIN PLOMO 95";29,918;1;2026071123
2026-05-05;15:01:17;20,00;"GASOLEO A";12,430;3;2026071125
2026-05-05;15:08:51;30,00;"GASOLEO A";18,645;3;2026071127
2026-05-05;15:10:14;40,00;"SIN PLOMO 95";29,918;1;2026071128
2026-05-05;15:15:21;80,00;"GASOLEO A";49,720;2;2026071130
2026-05-05;15:17:34;39,00;"GASOLEO A";24,239;1;2026071131
2026-05-05;15:27:23;25,00;"GASOLEO A";15,538;3;2026071133
2026-05-05;15:27:54;50,00;"GASOLEO A";31,075;1;2026071134
2026-05-05;15:31:44;30,00;"GASOLEO A";18,645;2;2026071135
2026-05-05;15:34:26;20,00;"GASOLEO A";12,430;1;2026071136
2026-05-05;15:36:07;30,00;"GASOLEO A";18,645;2;2026071137
2026-05-05;15:36:35;20,00;"GASOLEO A";12,430;4;2026071138
2026-05-05;15:37:04;15,00;"GASOLEO A";9,323;3;2026071139
2026-05-05;15:37:42;10,00;"GASOLEO A";6,215;1;2026071140
2026-05-05;15:39:59;50,00;"GASOLEO A";31,075;4;2026071141
2026-05-05;15:41:02;10,00;"GASOLEO A";6,215;3;2026071142
2026-05-05;15:45:49;70,88;"GASOLEO A";44,052;2;2026071143
2026-05-05;15:45:51;20,00;"GASOLEO A";12,430;2;2026071144
2026-05-05;15:50:21;20,00;"GASOLEO A";12,430;3;2026071145
2026-05-05;15:53:52;10,00;"GASOLEO A";6,215;1;2026071146
2026-05-05;15:54:22;40,00;"GASOLEO A";24,860;4;2026071147
2026-05-05;15:56:54;20,00;"SIN PLOMO 95";14,959;2;2026005225
2026-05-05;15:59:12;30,00;"GASOLEO A";18,645;1;2026071148
2026-05-05;16:01:25;20,00;"SIN PLOMO 95";14,959;3;2026071149
2026-05-05;16:01:36;5,00;"SIN PLOMO 95";3,740;4;2026071150
2026-05-05;16:02:55;30,00;"GASOLEO A";18,645;2;2026071151
2026-05-05;16:04:17;20,00;"GASOLEO A";12,430;1;2026071152
2026-05-05;16:08:31;6,00;"SIN PLOMO 95";4,488;3;2026071154
2026-05-05;16:08:39;10,00;"GASOLEO A";6,215;2;2026071155
2026-05-05;16:09:28;20,00;"GASOLEO A";12,430;4;2026071156
2026-05-05;16:09:39;20,00;"GASOLEO A";12,430;1;2026071157
2026-05-05;16:13:06;20,00;"SIN PLOMO 95";14,959;2;2026071158
2026-05-05;16:13:36;50,00;"GASOLEO A";31,075;3;2026071159
2026-05-05;16:14:06;20,00;"SIN PLOMO 95";14,959;4;2026071160
2026-05-05;16:19:40;30,00;"GASOLEO A";18,645;2;2026071161
2026-05-05;16:23:45;50,00;"GASOLEO A";31,075;1;2026005226
2026-05-05;16:24:25;10,00;"GASOLEO A";6,215;2;2026071164
2026-05-05;16:24:52;30,00;"SIN PLOMO 95";22,438;4;2026005227
2026-05-05;16:25:00;50,00;"GASOLEO A";31,075;3;2026071165
2026-05-05;16:26:16;20,00;"GASOLEO A";12,430;2;2026071166
2026-05-05;16:38:01;30,00;"GASOLEO A";18,645;4;2026071167
2026-05-05;16:46:06;30,00;"GASOLEO A";18,645;4;2026071168
2026-05-05;16:46:15;10,00;"GASOLEO A";6,215;1;2026071169
2026-05-05;16:52:47;30,00;"GASOLEO A";18,645;2;2026071171
2026-05-05;16:52:54;7,00;"GASOLEO A";4,351;1;2026071172
2026-05-05;16:54:31;20,00;"GASOLEO A";12,430;4;2026071173
2026-05-05;16:55:52;50,00;"GASOLEO A";31,075;2;2026071174
2026-05-05;16:57:30;30,00;"GASOLEO A";18,645;3;2026071175
2026-05-05;17:05:04;15,00;"GASOLEO A";9,323;2;2026071179
2026-05-05;17:05:21;50,00;"GASOLEO A";31,075;3;2026071180
2026-05-05;17:08:04;10,00;"GASOLEO A";6,215;1;2026071181
2026-05-05;17:09:58;10,00;"SIN PLOMO 95";7,479;1;2026071182
2026-05-05;17:11:32;15,00;"GASOLEO A";9,323;3;2026071183
2026-05-05;17:14:54;10,00;"GASOLEO A";6,215;3;2026071184
2026-05-05;17:17:06;20,00;"GASOLEO A";12,430;4;2026071185
2026-05-05;17:18:19;20,00;"GASOLEO A";12,430;2;2026071186
2026-05-05;17:20:01;20,00;"GASOLEO A";12,430;3;2026071187
2026-05-05;17:20:04;5,00;"SIN PLOMO 95";3,740;1;2026071188
2026-05-05;17:20:20;-20,00;"GASOLEO A";-12,430;3;2026071189
2026-05-05;17:21:57;20,00;"GASOLEO A";12,430;3;2026071190
2026-05-05;17:23:04;20,00;"GASOLEO A";12,430;1;2026071191
2026-05-05;17:24:53;48,04;"GASOLEO A";29,857;2;2026071192
2026-05-05;17:25:08;20,00;"GASOLEO A";12,430;3;2026071193
2026-05-05;17:29:12;40,00;"GASOLEO A";24,860;3;2026071194
2026-05-05;17:29:35;20,00;"GASOLEO A";12,430;4;2026071195
2026-05-05;17:30:06;10,00;"GASOLEO A";6,215;2;2026071196
2026-05-05;17:30:31;8,00;"SIN PLOMO 95";5,984;1;2026071197
2026-05-05;17:30:53;20,00;"SIN PLOMO 95";14,959;1;2026071198
2026-05-05;17:31:35;20,00;"GASOLEO A";12,430;2;2026071199
2026-05-05;17:34:14;50,10;"GASOLEO A";31,137;3;2026005228
2026-05-05;17:34:54;20,00;"SIN PLOMO 95";14,959;1;2026071202
2026-05-05;17:35:51;50,00;"SIN PLOMO 95";37,397;4;2026071203
2026-05-05;17:38:10;20,00;"GASOLEO A";12,430;2;2026071205
2026-05-05;17:38:40;30,00;"SIN PLOMO 95";22,438;3;2026071206
2026-05-05;17:38:50;-6,39;"SIN PLOMO 95";-4,779;4;2026071207
2026-05-05;17:40:29;30,00;"GASOLEO A";18,645;4;2026071210
2026-05-05;17:40:56;20,00;"SIN PLOMO 95";14,959;1;2026071211
2026-05-05;17:41:41;20,00;"SIN PLOMO 95";14,959;2;2026071212
2026-05-05;17:46:34;50,00;"SIN PLOMO 95";37,397;2;2026071216
2026-05-05;17:47:24;40,00;"GASOLEO A";24,860;4;2026071217
2026-05-05;17:48:43;40,00;"GASOLEO A";24,860;3;2026071218
2026-05-05;17:51:20;20,00;"GASOLEO A";12,430;2;2026071219
2026-05-05;17:52:53;30,00;"GASOLEO A";18,645;1;2026005229
2026-05-05;17:56:53;60,00;"GASOLEO A";37,290;2;2026071220
