Fecha;Hora;Importe;"Tipo de combustible";"Litros suministrados";"Número de surtidor (o calle)";"Número de ticket"
2026-05-11;17:32:50;36,00;"GASOLEO A";22,799;2;2026074155
2026-05-11;17:33:45;30,00;"GASOLEO A";18,999;4;2026074156
2026-05-11;17:34:23;30,00;"SIN PLOMO 95";22,272;2;2026074157
2026-05-11;17:34:59;25,00;"GASOLEO A";15,833;3;2026074158
2026-05-11;17:36:33;10,00;"GASOLEO A";6,333;2;2026074159
2026-05-11;17:37:27;60,00;"GASOLEO A";37,999;4;2026074160
2026-05-11;17:38:10;40,00;"SIN PLOMO 95";29,696;3;2026074161
2026-05-11;17:39:42;30,00;"GASOLEO A";18,999;2;2026074162
2026-05-11;17:40:27;296,43;"SIN PLOMO 95";220,067;1;2026074163
2026-05-11;17:40:54;30,00;"GASOLEO A";18,999;1;2026074164
2026-05-11;17:41:38;50,00;"GASOLEO A";31,666;3;2026074165
2026-05-11;17:42:24;20,00;"SIN PLOMO 95";14,848;2;2026074166
2026-05-11;17:42:49;10,00;"SIN PLOMO 95";7,424;4;2026074167
2026-05-11;17:43:06;50,00;"GASOLEO A";31,666;1;2026074168
2026-05-11;17:45:56;-2,99;"GASOLEO A";-1,894;1;2026074169
2026-05-11;17:47:06;20,00;"SIN PLOMO 95";14,848;3;2026074170
2026-05-11;17:48:54;20,00;"GASOLEO A";12,666;1;2026074172
2026-05-11;17:50:07;10,00;"GASOLEO A";6,333;4;2026074173
2026-05-11;17:56:04;40,00;"GASOLEO A";25,332;2;2026005496
2026-05-11;18:00:15;70,00;"GASOLEO A";44,332;2;2026074174
2026-05-11;18:01:30;25,00;"SIN PLOMO 95";18,560;3;2026074176
2026-05-11;18:02:35;20,00;"GASOLEO A";12,666;4;2026074177
2026-05-11;18:07:15;5,24;"SIN PLOMO 95";3,890;2;2026074178
2026-05-11;18:07:25;20,00;"SIN PLOMO 95";14,848;2;2026074179
2026-05-11;18:08:09;296,34;"SIN PLOMO 95";220,000;1;2026074180
2026-05-11;18:08:56;67,01;"SIN PLOMO 95";49,748;3;2026074181
2026-05-11;18:10:37;50,00;"GASOLEO A";31,666;4;2026074182
2026-05-11;18:11:25;54,02;"GASOLEO A";34,212;4;2026074183
2026-05-11;18:11:46;30,00;"GASOLEO A";18,999;1;2026074184
2026-05-11;18:12:24;40,11;"SIN PLOMO 95";29,777;3;2026074185
2026-05-11;18:12:47;6,74;"SIN PLOMO 95";5,000;2;2026074186
2026-05-11;18:13:16;50,00;"GASOLEO A";31,666;3;2026074187
2026-05-11;18:15:15;5,00;"SIN PLOMO 95";3,712;2;2026074189
2026-05-11;18:17:36;13,59;"SIN PLOMO 95";10,089;4;2026074190
2026-05-11;18:18:44;30,00;"SIN PLOMO 95";22,272;2;2026074191
2026-05-11;18:22:27;8,50;"SIN PLOMO 95";6,310;3;2026005497
2026-05-11;18:23:26;10,00;"GASOLEO A";6,333;2;2026074192
2026-05-11;18:23:53;50,00;"SIN PLOMO 95";37,120;4;2026074193
2026-05-11;18:23:58;20,00;"GASOLEO A";12,666;1;2026074194
2026-05-11;18:24:54;10,00;"SIN PLOMO 95";7,424;3;2026074195
2026-05-11;18:26:18;10,00;"GASOLEO A";6,333;2;2026074196
2026-05-11;18:26:31;40,00;"GASOLEO A";25,332;4;2026074197
2026-05-11;18:27:02;60,00;"GASOLEO A";37,999;1;2026074198
2026-05-11;18:31:10;63,13;"GASOLEO A";39,981;2;2026074201
2026-05-11;18:31:47;5,00;"SIN PLOMO 95";3,712;1;2026074202
2026-05-11;18:32:26;87,00;"GASOLEO A";55,098;4;2026005498
2026-05-11;18:34:18;50,00;"SIN PLOMO 95";37,120;2;2026005499
2026-05-11;18:34:59;40,00;"GASOLEO A";25,332;3;2026074204
2026-05-11;18:37:12;10,00;"GASOLEO A";6,333;4;2026074206
2026-05-11;18:38:28;30,00;"GASOLEO A";18,999;2;2026074207
2026-05-11;18:39:38;10,00;"GASOLEO A";6,333;3;2026074208
2026-05-11;18:39:55;30,00;"GASOLEO A";18,999;1;2026074209
2026-05-11;18:41:22;296,34;"SIN PLOMO 95";220,000;1;2026074210
2026-05-11;18:41:41;-30,00;"GASOLEO A";-18,999;1;2026074211
2026-05-11;18:42:12;20,00;"GASOLEO A";12,666;4;2026074212
2026-05-11;18:42:27;30,00;"GASOLEO A";18,999;1;2026074213
2026-05-11;18:43:18;40,00;"GASOLEO A";25,332;3;2026005500
2026-05-11;18:44:03;30,00;"GASOLEO A";18,999;1;2026005501
2026-05-11;18:45:08;62,60;"SIN PLOMO 95";46,474;2;2026074214
2026-05-11;18:45:35;30,00;"GASOLEO A";18,999;4;2026074215
2026-05-11;18:46:33;20,00;"GASOLEO A";12,666;3;2026074216
2026-05-11;18:46:42;50,00;"GASOLEO A";31,666;2;2026074217
2026-05-11;18:48:33;10,00;"GASOLEO A";6,333;4;2026074218
2026-05-11;18:48:53;100,00;"GASOLEO A";63,331;3;2026074219
2026-05-11;18:50:12;20,00;"SIN PLOMO 95";14,848;2;2026074221
2026-05-11;18:51:35;20,00;"GASOLEO A";12,666;4;2026074222
2026-05-11;18:52:12;-4,99;"GASOLEO A";-3,160;3;2026074223
2026-05-11;18:52:55;100,00;"GASOLEO A";63,331;3;2026005502
2026-05-11;18:52:55;-100,00;"GASOLEO A";-63,331;3;2026000520
2026-05-11;18:54:17;5,00;"SIN PLOMO 95";3,712;1;2026074225
2026-05-11;18:54:33;20,00;"GASOLEO A";12,666;4;2026074226
2026-05-11;18:55:02;296,37;"SIN PLOMO 95";220,022;1;2026074227
2026-05-11;18:55:50;-20,00;"GASOLEO A";-12,666;4;2026074229
2026-05-11;18:56:00;20,00;"GASOLEO A";12,666;2;2026074230
2026-05-11;18:57:06;50,00;"SIN PLOMO 95";37,120;4;2026074231
2026-05-11;18:57:40;50,00;"GASOLEO A";31,666;3;2026005503
2026-05-11;18:58:31;50,00;"SIN PLOMO 95";37,120;1;2026074232
2026-05-11;19:01:35;50,00;"GASOLEO A";31,666;2;2026074235
2026-05-11;19:01:40;50,00;"GASOLEO A";31,666;4;2026074236
2026-05-11;19:02:02;10,00;"SIN PLOMO 95";7,424;3;2026074237
2026-05-11;19:04:45;44,97;"GASOLEO A";28,480;1;2026005504
2026-05-11;19:05:35;20,00;"GASOLEO A";12,666;4;2026074238
2026-05-11;19:05:54;-0,77;"SIN PLOMO 95";-0,572;3;2026074239
2026-05-11;19:06:02;10,00;"GASOLEO A";6,333;2;2026074240
2026-05-11;19:07:59;20,00;"GASOLEO A";12,666;1;2026074241
2026-05-11;19:09:00;30,00;"GASOLEO A";18,999;2;2026074242
2026-05-11;19:10:29;9,25;"SIN PLOMO 95";6,867;3;2026005505
2026-05-11;19:11:43;30,00;"GASOLEO A";18,999;4;2026074243
2026-05-11;19:13:13;20,00;"GASOLEO A";12,666;2;2026074244
2026-05-11;19:14:48;10,00;"GASOLEO A";6,333;1;2026074245
2026-05-11;19:15:16;20,00;"GASOLEO A";12,666;3;2026074247
2026-05-11;19:17:00;20,00;"GASOLEO A";12,666;2;2026074248
2026-05-11;19:17:08;50,00;"GASOLEO A";31,666;4;2026074249
2026-05-11;19:19:02;25,00;"GASOLEO A";15,833;3;2026074250
2026-05-11;19:20:15;50,00;"GASOLEO A";31,666;2;2026074251
2026-05-11;19:26:41;20,00;"GASOLEO A";12,666;4;2026074254
2026-05-11;19:27:30;31,71;"SIN PLOMO 95";23,541;3;2026074255
2026-05-11;19:28:54;30,00;"GASOLEO A";18,999;3;2026074256
2026-05-11;19:29:58;20,00;"SIN PLOMO 95";14,848;4;2026074257
2026-05-11;19:31:30;20,00;"GASOLEO A";12,666;3;2026074258
2026-05-11;19:32:15;296,35;"SIN PLOMO 95";220,007;1;2026074259
2026-05-11;19:32:55;12,30;"GASOLEO A";7,790;1;2026074260
2026-05-11;19:33:28;30,00;"GASOLEO A";18,999;4;2026074261
2026-05-11;19:34:12;20,00;"GASOLEO A";12,666;2;2026074263
2026-05-11;19:35:12;20,00;"GASOLEO A";12,666;1;2026074265
2026-05-11;19:35:50;25,00;"GASOLEO A";15,833;4;2026074266
2026-05-11;19:36:51;67,20;"GASOLEO A";42,559;3;2026074267
2026-05-11;19:39:16;30,00;"GASOLEO A";18,999;3;2026074268
2026-05-11;19:52:14;6,74;"SIN PLOMO 95";5,000;3;2026074269
2026-05-11;19:52:25;30,00;"GASOLEO A";18,999;1;2026074270
2026-05-11;19:55:07;30,00;"GASOLEO A";18,999;2;2026074271
2026-05-11;19:57:17;40,00;"SIN PLOMO 95";29,696;3;2026074273
2026-05-11;19:57:45;20,00;"SIN PLOMO 95";14,848;4;2026074274
2026-05-11;19:58:40;20,00;"GASOLEO A";12,666;2;2026074276
2026-05-11;20:00:35;30,00;"GASOLEO A";18,999;4;2026074277
2026-05-11;20:02:35;20,00;"GASOLEO A";12,666;3;2026074280
2026-05-11;20:03:03;30,00;"GASOLEO A";18,999;2;2026074281
2026-05-11;20:04:38;296,34;"SIN PLOMO 95";220,000;1;2026074282
2026-05-11;20:06:03;40,00;"SIN PLOMO 95";29,696;4;2026074283
2026-05-11;20:08:21;15,00;"GASOLEO A";9,500;2;2026074285
2026-05-11;20:08:42;10,00;"SIN PLOMO 95";7,424;3;2026074286
2026-05-11;20:11:03;50,00;"GASOLEO A";31,666;2;2026074288
2026-05-11;20:11:43;10,00;"GASOLEO A";6,333;4;2026074289
2026-05-11;20:15:30;296,37;"SIN PLOMO 95";220,022;1;2026074290
2026-05-11;20:16:19;20,00;"GASOLEO A";12,666;4;2026074291
2026-05-11;20:18:05;50,00;"GASOLEO A";31,666;2;2026005506
2026-05-11;20:19:07;-50,00;"GASOLEO A";-31,666;2;2026074292
2026-05-11;20:19:15;50,00;"GASOLEO A";31,666;3;2026074293
2026-05-11;20:19:54;30,00;"GASOLEO A";18,999;2;2026074294
2026-05-11;20:26:55;296,34;"SIN PLOMO 95";220,000;1;2026074295
2026-05-11;20:30:51;20,00;"GASOLEO A";12,666;4;2026074297
2026-05-11;20:34:05;80,01;"GASOLEO A";50,671;2;2026074299
2026-05-11;20:37:03;296,34;"SIN PLOMO 95";220,000;1;2026074300
2026-05-11;20:37:48;20,00;"GASOLEO A";12,666;2;2026074302
2026-05-11;20:38:11;30,00;"GASOLEO A";18,999;4;2026074303
2026-05-11;20:40:13;30,00;"GASOLEO A";18,999;3;2026074304
2026-05-11;20:40:38;10,00;"GASOLEO A";6,333;2;2026074305
2026-05-11;20:41:35;20,00;"SIN PLOMO 95";14,848;4;2026074307
2026-05-11;20:43:37;20,00;"GASOLEO A";12,666;3;2026074308
2026-05-11;20:44:51;40,00;"GASOLEO A";25,332;4;2026074309
2026-05-11;20:48:13;63,85;"GASOLEO A";40,437;2;2026005507
2026-05-11;20:52:50;20,00;"GASOLEO A";12,666;4;2026074311
2026-05-11;20:55:25;55,25;"GASOLEO A";34,991;2;2026074312
2026-05-11;20:56:01;30,00;"GASOLEO A";18,999;4;2026074313
2026-05-11;20:59:38;296,34;"SIN PLOMO 95";220,000;1;2026074314
2026-05-11;21:00:01;20,00;"GASOLEO A";12,666;3;2026074315
2026-05-11;21:02:24;50,00;"GASOLEO A";31,666;4;2026005508
2026-05-11;21:03:30;296,34;"SIN PLOMO 95";220,000;2;2026074316
2026-05-11;21:03:48;20,00;"GASOLEO A";12,666;3;2026074318
2026-05-11;21:06:10;20,00;"GASOLEO A";12,666;4;2026074319
2026-05-11;21:08:30;-117,09;"SIN PLOMO 95";-86,927;2;2026074320
2026-05-11;21:08:54;117,00;"SIN PLOMO 95";86,860;2;2026074321
2026-05-11;21:14:02;64,55;"SIN PLOMO 95";47,921;1;2026005509
2026-05-11;21:14:30;10,00;"SIN PLOMO 95";7,424;3;2026074322
2026-05-11;21:15:03;50,00;"GASOLEO A";31,666;2;2026074323
2026-05-11;21:15:41;78,49;"GASOLEO A";49,709;4;2026074324
2026-05-11;21:16:25;5,00;"GASOLEO A";3,167;1;2026074325
2026-05-11;21:17:44;20,00;"GASOLEO A";12,666;4;2026074326
2026-05-11;21:21:57;30,00;"GASOLEO A";18,999;4;2026074327
2026-05-11;21:27:32;20,00;"GASOLEO A";12,666;2;2026074328
2026-05-11;21:30:29;20,00;"GASOLEO A";12,666;3;2026074329
2026-05-11;21:32:16;296,34;"SIN PLOMO 95";220,000;1;2026074330
2026-05-11;21:33:58;20,00;"GASOLEO A";12,666;3;2026074331
2026-05-11;21:36:03;16,37;"SIN PLOMO 95";12,153;2;2026074332
2026-05-11;21:37:50;30,00;"SIN PLOMO 95";22,272;4;2026074333
2026-05-11;21:38:19;20,00;"GASOLEO A";12,666;3;2026074334
2026-05-11;21:41:59;10,00;"GASOLEO A";6,333;2;2026074337
2026-05-11;21:46:25;20,00;"GASOLEO A";12,666;1;2026074339
2026-05-11;21:48:13;20,00;"GASOLEO A";12,666;4;2026074340
2026-05-11;21:48:56;30,00;"GASOLEO A";18,999;2;2026074341
2026-05-11;21:55:23;35,00;"GASOLEO A";22,166;1;2026074342
2026-05-11;22:08:35;20,00;"GASOLEO A";12,666;1;2026074343
2026-05-11;22:18:23;20,00;"GASOLEO A";12,666;2;2026074344
